Name	Parent	Desc	ParentDesc
HP:0200029	HP:0002633	Vasculitis in the skin	Vasculitis
HP:0200029	HP:0011276	Vasculitis in the skin	Vascular skin abnormality
HP:0200030	HP:0200029	Punctate vasculitis skin lesions	Vasculitis in the skin
HP:0200032	HP:0007957	Kayser-Fleischer ring	Corneal opacity
HP:0200034	HP:0011355	Papule	Localized skin lesion
HP:0200035	HP:0011355	Skin plaque	Localized skin lesion
HP:0200036	HP:0011355	Skin nodule	Localized skin lesion
HP:0200037	HP:0011355	Skin vesicle	Localized skin lesion
HP:0200039	HP:0011123	Pustule	Inflammatory abnormality of the skin
HP:0200040	HP:0025245	Epidermoid cyst	Cutaneous cyst
HP:0200041	HP:0011355	Skin erosion	Localized skin lesion
HP:0200042	HP:0011355	Skin ulcer	Localized skin lesion
HP:0200043	HP:0012740	Verrucae	Papilloma
HP:0200044	HP:0011368	Porokeratosis	Epidermal thickening
HP:0200046	HP:0025429	Cat cry	Abnormal cry
HP:0200047	HP:0000377	Chondritis of pinna	Abnormality of the pinna
HP:0200048	HP:0000961	Cyanotic episode	Cyanosis
HP:0200049	HP:0001446	Upper limb hypertonia	Abnormality of the musculature of the upper limbs
HP:0200049	HP:0002509	Upper limb hypertonia	Limb hypertonia
HP:0200050	HP:0005913	Bracket metacarpal epiphyses	Abnormality of metacarpal epiphyses
HP:0200053	HP:0100556	Hemihypotrophy of lower limb	Hemiatrophy
HP:0200054	HP:0001849	Foot monodactyly	Foot oligodactyly
HP:0200055	HP:0005927	Small hand	Aplasia/hypoplasia involving bones of the hand
HP:0200056	HP:0007401	Macular scar	Macular atrophy
HP:0200056	HP:0100699	Macular scar	Scarring
HP:0200057	HP:0000587	Marcus Gunn pupil	Abnormality of the optic nerve
HP:0200058	HP:0030448	Angiosarcoma	Soft tissue sarcoma
HP:0200059	HP:0200058	Metastatic angiosarcoma	Angiosarcoma
HP:0200063	HP:0030255	Colorectal polyposis	Large intestinal polyposis
HP:0200063	HP:0100743	Colorectal polyposis	Neoplasm of the rectum
HP:0200064	HP:0008034	Asymmetry of iris pigmentation	Abnormal iris pigmentation
HP:0200065	HP:0000532	Chorioretinal degeneration	Abnormal chorioretinal morphology
HP:0200066	HP:0007705	Ribbonlike corneal degeneration	Corneal degeneration
HP:0200067	HP:0005268	Recurrent spontaneous abortion	Spontaneous abortion
HP:0200068	HP:0000572	Nonprogressive visual loss	Visual loss
HP:0200070	HP:0001105	Peripheral retinal atrophy	Retinal atrophy
HP:0200071	HP:0007773	Peripheral vitreoretinal degeneration	Vitreoretinopathy
HP:0200072	HP:0002445	Episodic quadriplegia	Tetraplegia
HP:0200073	HP:0002093	Respiratory insufficiency due to defective ciliary clearance	Respiratory insufficiency
HP:0200073	HP:0012261	Respiratory insufficiency due to defective ciliary clearance	Abnormal respiratory motile cilium physiology
HP:0200083	HP:0002983	Severe limb shortening	Micromelia
HP:0200084	HP:0012115	Giant cell hepatitis	Hepatitis
HP:0200085	HP:0030188	Limb tremor	Tremor by anatomical site
HP:0200094	HP:0010807	Frontal open bite	Open bite
HP:0200095	HP:0010807	Anterior open bite	Open bite
HP:0200096	HP:0000194	Triangular-shaped open mouth	Open mouth
HP:0200096	HP:0000207	Triangular-shaped open mouth	Triangular mouth
HP:0200097	HP:0008066	Oral mucosal blisters	Abnormal blistering of the skin
HP:0200097	HP:0011830	Oral mucosal blisters	Abnormal oral mucosa morphology
HP:0200098	HP:0001010	Absent skin pigmentation	Hypopigmentation of the skin
HP:0200101	HP:0002522	Decreased/absent ankle reflexes	Areflexia of lower limbs
HP:0200102	HP:0000499	Sparse or absent eyelashes	Abnormal eyelash morphology
HP:0200104	HP:0001817	Absent fifth fingernail	Absent fingernail
HP:0200105	HP:0001802	Absent fifth toenail	Absent toenail
HP:0200106	HP:0012255	Absent/shortened dynein arms	Dynein arm defect of respiratory motile cilia
HP:0200107	HP:0200106	Shortened inner dynein arms	Absent/shortened dynein arms
HP:0200108	HP:0200106	Shortened outer dynein arms	Absent/shortened dynein arms
HP:0200109	HP:0200106	Absent/shortened outer dynein arms	Absent/shortened dynein arms
HP:0200111	HP:0008628	Absent stapes head	Abnormality of the stapes
HP:0200113	HP:0005886	Aphalangy of hands and feet	Aphalangy of the hands
HP:0200113	HP:0009776	Aphalangy of hands and feet	Adactyly
HP:0200113	HP:0010745	Aphalangy of hands and feet	Aplasia of the phalanges of the toes
HP:0200114	HP:0001948	Metabolic alkalosis	Alkalosis
HP:0200116	HP:0011102	Distal ileal atresia	Ileal atresia
HP:0200117	HP:0002783	Recurrent upper and lower respiratory tract infections	Recurrent lower respiratory tract infections
HP:0200117	HP:0002788	Recurrent upper and lower respiratory tract infections	Recurrent upper respiratory tract infections
HP:0200118	HP:0004341	Malabsorption of Vitamin B12	Abnormality of vitamin B12 metabolism
HP:0200119	HP:0012115	Acute hepatitis	Hepatitis
HP:0200120	HP:0200123	Chronic active hepatitis	Chronic hepatitis
HP:0200122	HP:0012115	Atypical or prolonged hepatitis	Hepatitis
HP:0200123	HP:0012115	Chronic hepatitis	Hepatitis
HP:0200124	HP:0200123	Chronic hepatitis due to cryptosporidium infection	Chronic hepatitis
HP:0200125	HP:0003287	Mitochondrial respiratory chain defects	Abnormality of mitochondrial metabolism
HP:0200127	HP:0001638	Atrial cardiomyopathy	Cardiomyopathy
HP:0200128	HP:0001714	Biventricular hypertrophy	Ventricular hypertrophy
HP:0200133	HP:0100712	Lumbosacral meningocele	Abnormality of the lumbar spine
HP:0200134	HP:0001298	Epileptic encephalopathy	Encephalopathy
HP:0200136	HP:0002015	Oral-pharyngeal dysphagia	Dysphagia
HP:0200138	HP:0000452	Bilateral choanal atresia/stenosis	Choanal stenosis
HP:0200138	HP:0004502	Bilateral choanal atresia/stenosis	Bilateral choanal atresia
HP:0200141	HP:0000691	Small, conical teeth	Microdontia
HP:0200141	HP:0000698	Small, conical teeth	Conical tooth
HP:0200143	HP:0012132	Megaloblastic erythroid hyperplasia	Erythroid hyperplasia
HP:0200146	HP:0012180	Mucoid extracellular matrix accumulation	Cystic medial necrosis
HP:0200146	HP:0032079	Mucoid extracellular matrix accumulation	Medial degeneration
HP:0200147	HP:0002134	Neuronal loss in basal ganglia	Abnormality of the basal ganglia
HP:0200148	HP:0002910	Abnormal liver function tests during pregnancy	Elevated hepatic transaminase
HP:0200149	HP:0012229	CSF lymphocytic pleiocytosis	CSF pleocytosis
HP:0200150	HP:0012202	Increased serum bile acid concentration during pregnancy	Increased serum bile acid concentration
HP:0200151	HP:0008069	Cutaneous mastocytosis	Neoplasm of the skin
HP:0200151	HP:0100495	Cutaneous mastocytosis	Mastocytosis
HP:0200153	HP:0006485	Agenesis of lateral incisor	Agenesis of incisor
HP:0200154	HP:0200153	Agenesis of mandibular lateral incisor	Agenesis of lateral incisor
HP:0200154	HP:0200161	Agenesis of mandibular lateral incisor	Agenesis of mandibular incisor
HP:0200158	HP:0200154	Agenesis of permanent mandibular lateral incisor	Agenesis of mandibular lateral incisor
HP:0200159	HP:0200154	Agenesis of primary mandibular lateral incisor	Agenesis of mandibular lateral incisor
HP:0200160	HP:0006485	Agenesis of maxillary incisor	Agenesis of incisor
HP:0200161	HP:0006485	Agenesis of mandibular incisor	Agenesis of incisor
HP:0400000	HP:0000306	Tall chin	Abnormality of the chin
HP:0400001	HP:0000306	Chin with vertical crease	Abnormality of the chin
HP:0400002	HP:0000356	Extra concha fold	Abnormality of the outer ear
HP:0400003	HP:0008772	Focal absence of the external ear	Aplasia/Hypoplasia of the external ear
HP:0400004	HP:0000377	Long ear	Abnormality of the pinna
HP:0400005	HP:0000377	Short ear	Abnormality of the pinna
HP:0400007	HP:0000140	Polymenorrhea	Abnormality of the menstrual cycle
HP:0400008	HP:0000140	Menometrorrhagia	Abnormality of the menstrual cycle
HP:0410000	HP:0011821	Abnormality of vomer	Abnormality of facial skeleton
HP:0410003	HP:0000202	Cleft maxillary alveolus	Oral cleft
HP:0410005	HP:0000175	Cleft hard palate	Cleft palate
HP:0410006	HP:3000062	Abnormality of ophthalmic artery	Abnormal internal carotid artery morphology
HP:0410008	HP:0000707	Abnormality of the peripheral nervous system	Abnormality of the nervous system
HP:0410009	HP:0410008	Abnormality of the somatic nervous system	Abnormality of the peripheral nervous system
HP:0410010	HP:0410009	Abnormality of somatic nerve plexus	Abnormality of the somatic nervous system
HP:0410011	HP:0045037	Abnormality of masticatory muscle	Abnormality of jaw muscles
HP:0410012	HP:0000163	Abnormal mouth floor morphology	Abnormal oral cavity morphology
HP:0410013	HP:0000271	Abnormality of the submandibular region	Abnormality of the face
HP:0410014	HP:0000707	Abnormality of ganglion	Abnormality of the nervous system
HP:0410015	HP:0410014	Abnormality of ganglion of peripheral nervous system	Abnormality of ganglion
HP:0410016	HP:0410014	Abnormality of cranial ganglion	Abnormality of ganglion
HP:0410017	HP:0000372	Otitis externa	Abnormality of the auditory canal
HP:0410018	HP:0002719	Recurrent ear infections	Recurrent infections
HP:0410019	HP:0012531	Epigastric pain	Pain
HP:0410020	HP:0500001	Fish odor	Body odor
HP:0410021	HP:0500001	Musty odor	Body odor
HP:0410022	HP:0410020	Vaginal fish odor	Fish odor
HP:0410023	HP:0031476	Abnormal distribution of cell junction proteins in buccal mucosal cells	Abnormal buccal mucosa cell morphology
HP:0410023	HP:3000019	Abnormal distribution of cell junction proteins in buccal mucosal cells	Abnormality of buccal mucosa
HP:0410026	HP:0000164	Abnormality of the periodontium	Abnormality of the dentition
HP:0410027	HP:0410026	Alveolar bone loss around teeth	Abnormality of the periodontium
HP:0410028	HP:0005353	Recurrent oral herpes	Recurrent herpes
HP:0410030	HP:0000202	Cleft lip	Oral cleft
HP:0410031	HP:0000175	Submucous cleft of soft and hard palate	Cleft palate
HP:0410033	HP:0010289	Unilateral alveolar cleft of maxilla	Cleft of alveolar ridge of maxilla
HP:0410034	HP:0010289	Bilateral alveolar cleft of maxilla	Cleft of alveolar ridge of maxilla
HP:0410035	HP:0011840	Abnormal T cell activation	Abnormality of T cell physiology
HP:0410042	HP:0001392	Abnormal liver morphology	Abnormality of the liver
HP:0410043	HP:0002011	Abnormal neural tube morphology	Morphological central nervous system abnormality
HP:0410049	HP:0002813	Abnormality of radial ray	Abnormality of limb bone morphology
HP:0410050	HP:0011013	Decreased level of 1,5 anhydroglucitol in serum	Abnormal circulating carbohydrate concentration
HP:0410051	HP:0003215	Increased level of 3-hydroxy-3-methylglutaric acid in urine	Dicarboxylic aciduria
HP:0410052	HP:0004364	Increased level of allantoin in serum	Abnormal circulating nitrogen compound concentration
HP:0410053	HP:0003112	Increased level of GABA in serum	Abnormality of serum amino acid level
HP:0410054	HP:0003112	Decreased level of GABA in serum	Abnormality of serum amino acid level
HP:0410055	HP:0031979	Decreased level of erythritol in urine	Abnormal urine carbohydrate level
HP:0410056	HP:0025454	Decreased level of erythritol in CSF	Abnormal CSF metabolite level
HP:0410056	HP:0032207	Decreased level of erythritol in CSF	Abnormal cerebrospinal fluid metabolite concentration
HP:0410057	HP:0011013	Increased level of D-threitol in plasma	Abnormal circulating carbohydrate concentration
HP:0410058	HP:0025454	Increased level of D-threitol in CSF	Abnormal CSF metabolite level
HP:0410058	HP:0032207	Increased level of D-threitol in CSF	Abnormal cerebrospinal fluid metabolite concentration
HP:0410059	HP:0031979	Increased level of D-threitol in urine	Abnormal urine carbohydrate level
HP:0410060	HP:0031979	Decreased level of D-mannose in urine	Abnormal urine carbohydrate level
HP:0410061	HP:0011013	Increased level of galactitol in plasma	Abnormal circulating carbohydrate concentration
HP:0410062	HP:0031979	Increased level of galactitol in urine	Abnormal urine carbohydrate level
HP:0410063	HP:0004354	Increased level of galactonate in red blood cells	Abnormal circulating carboxylic acid concentration
HP:0410064	HP:0011013	Increased level of galactitol in red blood cells	Abnormal circulating carbohydrate concentration
HP:0410065	HP:0004354	Increased level of hippuric acid in blood	Abnormal circulating carboxylic acid concentration
HP:0410066	HP:0031980	Increased level of hippuric acid in urine	Abnormal urine carboxylic acid level
HP:0410067	HP:0031979	Increased level of L-fucose in urine	Abnormal urine carbohydrate level
HP:0410068	HP:0500148	Increased level of L-glutamic acid in blood	Abnormal circulating glutamate concentration
HP:0410069	HP:0032180	Increased level of propylene glycol in blood	Abnormal circulating metabolite concentration
HP:0410070	HP:0031979	Increased level of ribitol in urine	Abnormal urine carbohydrate level
HP:0410071	HP:0032207	Increased level of ribitol in CSF	Abnormal cerebrospinal fluid metabolite concentration
HP:0410072	HP:0031979	Increased level of ribose in urine	Abnormal urine carbohydrate level
HP:0410073	HP:0032207	Increased level of ribose in CSF	Abnormal cerebrospinal fluid metabolite concentration
HP:0410074	HP:0031979	Increased level of xylitol in urine	Abnormal urine carbohydrate level
HP:0410075	HP:0032207	Increased level of xylitol in CSF	Abnormal cerebrospinal fluid metabolite concentration
HP:0410132	HP:0003355	Increased level of L-pyroglutamic acid in urine	Aminoaciduria
HP:0410133	HP:0001025	Chronic idiopathic urticaria	Urticaria
HP:0410134	HP:0001025	Physical urticaria	Urticaria
HP:0410135	HP:0410134	Cold urticaria	Physical urticaria
HP:0410136	HP:0410134	Aquagenic urticaria	Physical urticaria
HP:0410137	HP:0000992	Solar urticaria	Cutaneous photosensitivity
HP:0410137	HP:0410134	Solar urticaria	Physical urticaria
HP:0410138	HP:0410134	Vibratory urticaria	Physical urticaria
HP:0410139	HP:0100845	Exercise induced anaphylaxis	Anaphylactic shock
HP:0410144	HP:0012379	Abnormal biotinidase level	Abnormal enzyme/coenzyme activity
HP:0410145	HP:0410144	Decreased biotinidase level	Abnormal biotinidase level
HP:0410146	HP:0410144	Increased biotinidase level	Abnormal biotinidase level
HP:0410147	HP:0005263	Eosinophilic infiltration in the stomach mucosa	Gastritis
HP:0410147	HP:0032064	Eosinophilic infiltration in the stomach mucosa	Gastrointestinal eosinophilia
HP:0410148	HP:0100845	Idiopathic anaphylaxis	Anaphylactic shock
HP:0410149	HP:0100845	Drug-induced anaphylaxis	Anaphylactic shock
HP:0410151	HP:0032064	Eosinophilic infiltration of the esophagus	Gastrointestinal eosinophilia
HP:0410151	HP:0100633	Eosinophilic infiltration of the esophagus	Esophagitis
HP:0410152	HP:0100633	Eosinophilic microabscess formation in the esophagus	Esophagitis
HP:0410153	HP:0003215	Increased level of methylsuccinic acid in urine	Dicarboxylic aciduria
HP:0410154	HP:0010996	Increased level of myristic acid in serum	Abnormal circulating monocarboxylic acid cocentration
HP:0410156	HP:0003110	Increased level of N-acetylneuraminic acid in urine	Abnormality of urine homeostasis
HP:0410157	HP:0032243	Increased level of N-acetylneuraminic acid in fibroblasts	Abnormal tissue metabolite concentration
HP:0410158	HP:0003110	Increased level of O-phosphoethanolamine in urine	Abnormality of urine homeostasis
HP:0410166	HP:0003254	Defective interstrand cross-link repair	Abnormality of DNA repair
HP:0410167	HP:0011805	Abnormal morphology of the chest musculature	Abnormal skeletal muscle morphology
HP:0410168	HP:0011805	Abnormality of the back musculature	Abnormal skeletal muscle morphology
HP:0410169	HP:0011805	Abnormal morphology of the shoulder musculature	Abnormal skeletal muscle morphology
HP:0410170	HP:0025100	Hippocampal atrophy	Abnormal morphology of the hippocampus
HP:0410171	HP:0031840	Increased cotinine level	Urine xenobiotic
HP:0410172	HP:0031838	Blood xenobiotic	Presence of xenobiotic
HP:0410173	HP:0500020	Increased troponin I level in blood	Abnormal cardiac biomarker test
HP:0410174	HP:0500020	Increased troponin T level in blood	Abnormal cardiac biomarker test
HP:0410175	HP:0001946	Hyperketonemia	Ketosis
HP:0410176	HP:0010876	Abnormal glucose-6-phosphate dehydrogenase level	Abnormal circulating protein level
HP:0410177	HP:0410176	Abnormal glucose-6-phosphate dehydrogenase level in blood	Abnormal glucose-6-phosphate dehydrogenase level
HP:0410178	HP:0410177	Increased glucose-6-phosphate dehydrogenase level in blood	Abnormal glucose-6-phosphate dehydrogenase level in blood
HP:0410179	HP:0410177	Decreased glucose-6-phosphate dehydrogenase level in blood	Abnormal glucose-6-phosphate dehydrogenase level in blood
HP:0410180	HP:0410176	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot	Abnormal glucose-6-phosphate dehydrogenase level
HP:0410181	HP:0410180	Increased glucose-6-phosphate dehydrogenase level in dried blood spot	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot
HP:0410182	HP:0410180	Decreased glucose-6-phosphate dehydrogenase level in dried blood spot	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot
HP:0410183	HP:0410176	Abnormal glucose-6-phosphate dehydrogenase level in leukocytes	Abnormal glucose-6-phosphate dehydrogenase level
HP:0410184	HP:0410176	Abnormal glucose-6-phosphate dehydrogenase level in red blood cells	Abnormal glucose-6-phosphate dehydrogenase level
HP:0410185	HP:0410176	Abnormal glucose-6-phosphate dehydrogenase level in tissue	Abnormal glucose-6-phosphate dehydrogenase level
HP:0410186	HP:0410185	Increased glucose-6-phosphate dehydrogenase level in tissue	Abnormal glucose-6-phosphate dehydrogenase level in tissue
HP:0410187	HP:0410185	Decreased glucose-6-phosphate dehydrogenase level in tissue	Abnormal glucose-6-phosphate dehydrogenase level in tissue
HP:0410188	HP:0410184	Decreased glucose-6-phosphate dehydrogenase level in red blood cells	Abnormal glucose-6-phosphate dehydrogenase level in red blood cells
HP:0410189	HP:0410184	Increased glucose-6-phosphate dehydrogenase level in red blood cells	Abnormal glucose-6-phosphate dehydrogenase level in red blood cells
HP:0410190	HP:0410183	Decreased glucose-6-phosphate dehydrogenase level in leukocytes	Abnormal glucose-6-phosphate dehydrogenase level in leukocytes
HP:0410191	HP:0410183	Increased glucose-6-phosphate dehydrogenase level in leukocytes	Abnormal glucose-6-phosphate dehydrogenase level in leukocytes
HP:0410192	HP:0012379	Abnormal uridine diphosphate glucose-4-epimerase level	Abnormal enzyme/coenzyme activity
HP:0410193	HP:0410192	Abnormal uridine diphosphate glucose-4-epimerase level in plasma	Abnormal uridine diphosphate glucose-4-epimerase level
HP:0410194	HP:0410193	Increased uridine diphosphate glucose-4-epimerase level in plasma	Abnormal uridine diphosphate glucose-4-epimerase level in plasma
HP:0410195	HP:0410193	Decreased uridine diphosphate glucose-4-epimerase level in plasma	Abnormal uridine diphosphate glucose-4-epimerase level in plasma
HP:0410196	HP:0410192	Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells	Abnormal uridine diphosphate glucose-4-epimerase level
HP:0410197	HP:0410196	Increased uridine diphosphate glucose-4-epimerase level in red blood cells	Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells
HP:0410198	HP:0410196	Decreased uridine diphosphate glucose-4-epimerase level in red blood cells	Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells
HP:0410199	HP:0500117	Increased CSF urate concentration	Abnormal CSF urate concentration
HP:0410200	HP:0500098	Positive meconium barbiturate test	Meconium xenobiotic
HP:0410201	HP:0500099	Positive hair barbiturate test	Hair xenobiotic
HP:0410202	HP:0500097	Positive stool barbiturate test	Stool xenobiotic
HP:0410203	HP:0500101	Positive gastric fluid barbiturate test	Gastric fluid xenobiotic
HP:0410204	HP:0030896	Increased intestinal transit time	Abnormal gastrointestinal transit time
HP:0410205	HP:0004364	Abnormal circulating nicotinurate level	Abnormal circulating nitrogen compound concentration
HP:0410206	HP:0410205	Increased circulating nicotinurate level	Abnormal circulating nicotinurate level
HP:0410207	HP:0500100	Positive methadone plasma/serum test	Plasma/serum xenobiotic
HP:0410208	HP:0500100	Positive plasma/serum cotinine test	Plasma/serum xenobiotic
HP:0410209	HP:0012335	Folate deficiency in CSF	Abnormality of folate metabolism
HP:0410210	HP:0010881	Abnormal cord blood measurement	Abnormality of the umbilical cord
HP:0410211	HP:0410210	Abnormal blood gas level in cord blood	Abnormal cord blood measurement
HP:0410212	HP:0500259	Hyperoxemia in cord blood	Abnormal oxygen level in cord blood
HP:0410213	HP:0500259	Hypoxemia in cord blood	Abnormal oxygen level in cord blood
HP:0410214	HP:0500258	Hypercapnia in cord blood	Abnormal carbon dioxide level in cord blood
HP:0410215	HP:0500258	Hypocapnia in cord blood	Abnormal carbon dioxide level in cord blood
HP:0410216	HP:0012335	Abnormal blood 5-methyltetrahydrofolate level	Abnormality of folate metabolism
HP:0410217	HP:0410216	Reduced blood 5-methyltetrahydrofolate level	Abnormal blood 5-methyltetrahydrofolate level
HP:0410218	HP:0000327	Hypoplasia of maxilla relative to mandible	Hypoplasia of the maxilla
HP:0410219	HP:0000347	Hypoplasia of mandible relative to maxilla	Micrognathia
HP:0410220	HP:0410227	Increased anti-dairy protein IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410221	HP:0032336	Increased anti-animal protein IgE antibody level	Increased circulating specific IgE antibody
HP:0410222	HP:0410227	Increased anti-seafood IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410223	HP:0032336	Increased anti-dust mite IgE antibody level	Increased circulating specific IgE antibody
HP:0410224	HP:0032336	Increased anti-bacteria IgE antibody level	Increased circulating specific IgE antibody
HP:0410225	HP:0032336	Increased anti-drug IgE antibody level	Increased circulating specific IgE antibody
HP:0410226	HP:0032336	Increased anti-feather IgE antibody level	Increased circulating specific IgE antibody
HP:0410227	HP:0032336	Increased anti-food allergen IgE antibody level	Increased circulating specific IgE antibody
HP:0410228	HP:0410227	Increased anti-plant based food allergen IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410229	HP:0410227	Increased anti-gluten IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410230	HP:0410227	Increased anti-nut food product IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410231	HP:0410227	Increased anti-egg IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410232	HP:0032336	Increased anti-fungi IgE antibody level	Increased circulating specific IgE antibody
HP:0410233	HP:0410227	Increased anti-meat allergen IgE antibody level	Increased anti-food allergen IgE antibody level
HP:0410234	HP:0032336	Increased anti-parasite IgE antibody level	Increased circulating specific IgE antibody
HP:0410235	HP:0032336	Increased anti-insect IgE antibody level	Increased circulating specific IgE antibody
HP:0410236	HP:0410235	Increased anti-venom IgE antibody level	Increased anti-insect IgE antibody level
HP:0410238	HP:0032336	Increased anti-plant product IgE antibody level	Increased circulating specific IgE antibody
HP:0410239	HP:0031840	Positive urine norcotinine test	Urine xenobiotic
HP:0410240	HP:0010701	Abnormal circulating IgA level	Abnormal immunoglobulin level
HP:0410241	HP:0010701	Abnormal circulating IgE level	Abnormal immunoglobulin level
HP:0410242	HP:0010701	Abnormal circulating IgG level	Abnormal immunoglobulin level
HP:0410243	HP:0010701	Abnormal circulating IgM level	Abnormal immunoglobulin level
HP:0410244	HP:0010701	Abnormal circulating IgD level	Abnormal immunoglobulin level
HP:0410245	HP:0004313	Decreased circulating IgD	Decreased circulating antibody level
HP:0410245	HP:0410244	Decreased circulating IgD	Abnormal circulating IgD level
HP:0410246	HP:0010702	Increased circulating IgD level	Increased circulating antibody level
HP:0410246	HP:0410244	Increased circulating IgD level	Abnormal circulating IgD level
HP:0410247	HP:0410221	Increased anti-animal dander IgE antibody level	Increased anti-animal protein IgE antibody level
HP:0410248	HP:0410223	Increased anti-house dust mite IgE antibody level	Increased anti-dust mite IgE antibody level
HP:0410249	HP:0032336	Increased anti-alpha-gal IgE antibody level	Increased circulating specific IgE antibody
HP:0410251	HP:0011990	Abnormal L-selectin shedding	Abnormality of neutrophil physiology
HP:0410252	HP:0001875	Chronic neutropenia	Neutropenia
HP:0410253	HP:0410252	Chronic neutropenia in myeloid maturation arrest in bone marrow	Chronic neutropenia
HP:0410254	HP:0040289	Cyclic neutropenia in myeloid maturation arrest in bone marrow	Cyclic neutropenia
HP:0410255	HP:0001875	Transient neutropenia	Neutropenia
HP:0410256	HP:0410255	Infection associated neutropenia	Transient neutropenia
HP:0410257	HP:0011897	Neutrophilia in presence of infection	Neutrophilia
HP:0410258	HP:0011897	Neutrophilia in absence of infection	Neutrophilia
HP:0410259	HP:0410042	Hepatopulmonary fusion	Abnormal liver morphology
HP:0410260	HP:0001437	Asymmetrical gluteal crease	Abnormality of the musculature of the lower limbs
HP:0410261	HP:0010321	Wide space between 4th and 5th toe	Abnormality of the 4th toe
HP:0410262	HP:0031910	Lower cranial nerve dysfunction	Abnormal cranial nerve physiology
HP:0410263	HP:0012638	Brain imaging abnormality	Abnormal nervous system physiology
HP:0410264	HP:0001028	Subglottic hemangioma	Hemangioma
HP:0410265	HP:0001028	Supraglottic hemangioma	Hemangioma
HP:0410266	HP:0001028	Visceral hemangioma	Hemangioma
HP:0410267	HP:0410266	Intestinal hemangioma	Visceral hemangioma
HP:0410268	HP:0001028	Spleen hemangioma	Hemangioma
HP:0410269	HP:0001028	Labial hemangioma	Hemangioma
HP:0410270	HP:0001028	Esophageal hemangioma	Hemangioma
HP:0410271	HP:0001028	Laryngeal hemangioma	Hemangioma
HP:0410272	HP:0001028	Vulvar hemangioma	Hemangioma
HP:0410273	HP:0001028	Retropharyngeal hemangioma	Hemangioma
HP:0410274	HP:0001028	Paraspinal hemangioma	Hemangioma
HP:0410275	HP:0001028	Lumbosacral hemangioma	Hemangioma
HP:0410276	HP:0000766	Supraumbilical raphe	Abnormality of the sternum
HP:0410277	HP:0000766	Sternal pit	Abnormality of the sternum
HP:0410278	HP:0010576	Pituitary gland cyst	Intracranial cystic lesion
HP:0410279	HP:0012506	Atrophic pituitary gland	Small pituitary gland
HP:0410280	HP:0003674	Pediatric onset	Onset
HP:0410281	HP:0002027	Dyspepsia	Abdominal pain
HP:0410282	HP:0010876	Abnormal circulating amylase level	Abnormal circulating protein level
HP:0410283	HP:0410172	Positive blood acetaminophen test	Blood xenobiotic
HP:0410284	HP:0410172	Positive norpropoxyphene blood test	Blood xenobiotic
HP:0410285	HP:0500098	Positive meconium methadone test	Meconium xenobiotic
HP:0410286	HP:0410172	Positive blood molindone test	Blood xenobiotic
HP:0410287	HP:0001028	Intrathoracic hemangioma	Hemangioma
HP:0410288	HP:0410282	Hyperamylasemia	Abnormal circulating amylase level
HP:0410289	HP:0410282	Hypoamylasemia	Abnormal circulating amylase level
HP:0410290	HP:0031840	Positive urine norpropoxyphene test	Urine xenobiotic
HP:0410291	HP:0000708	Negativism	Behavioral abnormality
HP:0410292	HP:0012475	Abnormal isohemagglutinin level	Decreased circulating level of specific antibody
HP:0410293	HP:0410292	Absent isohemagglutinin level	Abnormal isohemagglutinin level
HP:0410294	HP:0032140	Decreased specific antibody response to protein vaccine	Decreased specific antibody response to vaccination
HP:0410295	HP:0410294	Complete or near-complete absence of specific antibody response to tetanus vaccine	Decreased specific antibody response to protein vaccine
HP:0410296	HP:0410294	Complete or near-complete absence of specific antibody response to hepatitis B vaccine	Decreased specific antibody response to protein vaccine
HP:0410297	HP:0410294	Partial absence of specific antibody response to tetanus vaccine	Decreased specific antibody response to protein vaccine
HP:0410298	HP:0410294	Partial absence of specific antibody response to hepatitis B vaccine	Decreased specific antibody response to protein vaccine
HP:0410299	HP:0032140	Decreased specific antibody response to polysaccharide vaccine	Decreased specific antibody response to vaccination
HP:0410300	HP:0410299	Complete or near-complete absence of specific antibody response to unconjugated pneumococcus vaccine	Decreased specific antibody response to polysaccharide vaccine
HP:0410301	HP:0410299	Partial absence of specific antibody response to unconjugated pneumococcus vaccine	Decreased specific antibody response to polysaccharide vaccine
HP:0410302	HP:0032140	Decreased specific antibody response to protein-conjugated polysaccharide vaccine	Decreased specific antibody response to vaccination
HP:0410303	HP:0410302	Complete or near-complete absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine	Decreased specific antibody response to protein-conjugated polysaccharide vaccine
HP:0410304	HP:0410302	Complete or near-complete absence of specific antibody response to meningococcus vaccine	Decreased specific antibody response to protein-conjugated polysaccharide vaccine
